feature_id,canonical_token,valid_contexts,evaluated_contexts,total_contexts,passed,failure_reason
9875,vila,1,24,45,0,insufficient matching contexts
9877,,0,0,44,0,only 44 contexts
9878,were,6,24,45,0,insufficient matching contexts
9876,testifying,2,24,45,0,insufficient matching contexts
9880,,0,0,39,0,only 39 contexts
9883,ending,3,24,45,0,insufficient matching contexts
9882,slide,22,24,45,1,
9881,thompson,9,24,45,0,insufficient matching contexts
9879,foo,2,24,45,0,insufficient matching contexts
9884,based,13,24,45,0,insufficient matching contexts
9886,,0,24,45,0,insufficient matching contexts
9887,,0,24,45,0,insufficient matching contexts
9885,magazine,21,24,45,0,insufficient matching contexts
9888,,0,0,40,0,only 40 contexts
9889,express,5,24,45,0,insufficient matching contexts
9891,,0,24,45,0,insufficient matching contexts
9892,this,2,24,45,0,insufficient matching contexts
9893,,0,24,45,0,insufficient matching contexts
9894,iced,9,24,45,0,insufficient matching contexts
9895,kg,24,24,45,1,
9896,gun,24,24,45,1,
9897,remarkable,3,24,45,0,insufficient matching contexts
9898,,0,0,41,0,only 41 contexts
9899,to,10,24,45,0,insufficient matching contexts
9890,,0,0,41,0,only 41 contexts
9900,always,1,24,45,0,insufficient matching contexts
9901,numeric,9,24,45,0,insufficient matching contexts
9902,itigation,5,24,45,0,insufficient matching contexts
9903,make,1,24,45,0,insufficient matching contexts
9904,touch,2,24,45,0,insufficient matching contexts
9905,,0,0,42,0,only 42 contexts
9906,first,6,24,45,0,insufficient matching contexts
9907,role,2,24,45,0,insufficient matching contexts
9908,,0,0,43,0,only 43 contexts
9909,,0,0,41,0,only 41 contexts
9910,,0,0,43,0,only 43 contexts
9911,analysis,18,24,45,0,insufficient matching contexts
9912,two,2,24,45,0,insufficient matching contexts
9913,half,1,24,45,0,insufficient matching contexts
9915,,0,0,44,0,only 44 contexts
9914,console,1,24,45,0,insufficient matching contexts
9916,,0,0,26,0,only 26 contexts
9917,answers,2,24,45,0,insufficient matching contexts
9918,,0,24,45,0,insufficient matching contexts
9920,,0,0,43,0,only 43 contexts
9919,harris,3,24,45,0,insufficient matching contexts
9921,mart,12,24,45,0,insufficient matching contexts
9922,call,1,24,45,0,insufficient matching contexts
9924,text,15,24,45,0,insufficient matching contexts
9923,,0,0,42,0,only 42 contexts
9925,be,1,24,45,0,insufficient matching contexts
9926,,0,0,43,0,only 43 contexts
9927,,0,0,40,0,only 40 contexts
9928,addition,2,24,45,0,insufficient matching contexts
9929,,0,24,45,0,insufficient matching contexts
9932,law,2,24,45,0,insufficient matching contexts
9931,mo,24,24,45,1,
9930,electrode,23,24,45,1,
9933,,0,0,41,0,only 41 contexts
9934,contemplation,4,24,45,0,insufficient matching contexts
9935,history,5,24,45,0,insufficient matching contexts
9936,,0,24,45,0,insufficient matching contexts
9937,of,21,24,45,0,insufficient matching contexts
9938,difference,1,24,45,0,insufficient matching contexts
9939,park,1,24,45,0,insufficient matching contexts
9940,this,1,24,45,0,insufficient matching contexts
9941,back,6,24,45,0,insufficient matching contexts
9942,to,24,24,45,1,
9944,,0,0,44,0,only 44 contexts
9943,,0,0,40,0,only 40 contexts
9945,eye,24,24,45,1,
9946,,0,24,45,0,insufficient matching contexts
9947,,0,0,42,0,only 42 contexts
9949,previous,4,24,45,0,insufficient matching contexts
9948,,0,0,27,0,only 27 contexts
9950,,0,0,41,0,only 41 contexts
9952,academics,3,24,45,0,insufficient matching contexts
9953,,0,24,45,0,insufficient matching contexts
9951,,0,24,45,0,insufficient matching contexts
9954,in,24,24,45,1,
9955,wings,3,24,45,0,insufficient matching contexts
9957,,0,24,45,0,insufficient matching contexts
9956,,0,24,45,0,insufficient matching contexts
9958,statute,1,24,45,0,insufficient matching contexts
9960,of,6,24,45,0,insufficient matching contexts
9959,,0,0,42,0,only 42 contexts
9961,winslow,2,24,45,0,insufficient matching contexts
9962,,0,0,42,0,only 42 contexts
9963,,0,24,45,0,insufficient matching contexts
9965,,0,0,42,0,only 42 contexts
9964,,0,0,41,0,only 41 contexts
9966,a,2,24,45,0,insufficient matching contexts
9967,,0,24,45,0,insufficient matching contexts
9969,,0,0,43,0,only 43 contexts
9968,,0,0,25,0,only 25 contexts
9970,,0,24,45,0,insufficient matching contexts
9971,,0,0,44,0,only 44 contexts
9972,tilde,23,24,45,1,
9973,transl,1,24,45,0,insufficient matching contexts
9974,on,3,24,45,0,insufficient matching contexts
9975,mantis,11,24,45,0,insufficient matching contexts
9976,,0,0,39,0,only 39 contexts
9978,one,23,24,45,1,
9977,province,9,24,45,0,insufficient matching contexts
9980,have,23,24,45,1,
9979,,0,24,45,0,insufficient matching contexts
9981,contras,2,24,45,0,insufficient matching contexts
9982,quitte,2,24,45,0,insufficient matching contexts
9983,stra,2,24,45,0,insufficient matching contexts
9984,amazing,5,24,45,0,insufficient matching contexts
9986,,0,24,45,0,insufficient matching contexts
9985,,0,0,43,0,only 43 contexts
9988,,0,0,43,0,only 43 contexts
9987,process,2,24,45,0,insufficient matching contexts
9989,,0,0,40,0,only 40 contexts
9990,,0,24,45,0,insufficient matching contexts
9991,sample,6,24,45,0,insufficient matching contexts
9992,,0,0,44,0,only 44 contexts
9994,,0,0,44,0,only 44 contexts
9993,wesley,5,24,45,0,insufficient matching contexts
9995,,0,24,45,0,insufficient matching contexts
9997,a,1,24,45,0,insufficient matching contexts
9996,agreed,2,24,45,0,insufficient matching contexts
9998,,0,0,41,0,only 41 contexts
10000,high,3,24,45,0,insufficient matching contexts
9999,,0,0,40,0,only 40 contexts
10001,persons,24,24,45,1,
10002,and,5,24,45,0,insufficient matching contexts
10003,,0,0,42,0,only 42 contexts
10004,kafka,4,24,45,0,insufficient matching contexts
10005,list,2,24,45,0,insufficient matching contexts
10006,,0,0,43,0,only 43 contexts
10007,,0,24,45,0,insufficient matching contexts
10008,,0,0,37,0,only 37 contexts
10009,,0,24,45,0,insufficient matching contexts
10010,,0,24,45,0,insufficient matching contexts
10011,hbv,2,24,45,0,insufficient matching contexts
10012,cyan,19,24,45,0,insufficient matching contexts
10013,threads,1,24,45,0,insufficient matching contexts
10014,p,1,24,45,0,insufficient matching contexts
10015,timer,2,24,45,0,insufficient matching contexts
10017,structures,2,24,45,0,insufficient matching contexts
10019,,0,0,38,0,only 38 contexts
10016,root,1,24,45,0,insufficient matching contexts
10018,perhaps,3,24,45,0,insufficient matching contexts
10021,view,1,24,45,0,insufficient matching contexts
10020,,0,0,38,0,only 38 contexts
10022,ttt,1,24,45,0,insufficient matching contexts
10023,,0,24,45,0,insufficient matching contexts
10024,used,3,24,45,0,insufficient matching contexts
10025,some,11,24,45,0,insufficient matching contexts
10027,frac,6,24,45,0,insufficient matching contexts
10026,ad,1,24,45,0,insufficient matching contexts
10028,,0,24,45,0,insufficient matching contexts
10029,league,24,24,45,1,
10030,,0,0,44,0,only 44 contexts
10031,though,24,24,45,1,
10032,thesis,17,24,45,0,insufficient matching contexts
10033,,0,0,42,0,only 42 contexts
10034,s,17,24,45,0,insufficient matching contexts
10035,root,11,24,45,0,insufficient matching contexts
10037,,0,0,36,0,only 36 contexts
10036,,0,0,38,0,only 38 contexts
10038,,0,24,45,0,insufficient matching contexts
10039,rebate,1,24,45,0,insufficient matching contexts
10040,,0,0,39,0,only 39 contexts
10041,,0,0,42,0,only 42 contexts
10043,authority,4,24,45,0,insufficient matching contexts
10042,that,24,24,45,1,
10045,,0,0,42,0,only 42 contexts
10044,,0,0,44,0,only 44 contexts
10046,top,9,24,45,0,insufficient matching contexts
10047,love,1,24,45,0,insufficient matching contexts
10048,gem,17,24,45,0,insufficient matching contexts
10049,,0,0,41,0,only 41 contexts
10051,,0,24,45,0,insufficient matching contexts
10050,sub,3,24,45,0,insufficient matching contexts
10052,,0,0,42,0,only 42 contexts
10053,generic,1,24,45,0,insufficient matching contexts
10055,tune,1,24,45,0,insufficient matching contexts
10054,,0,0,43,0,only 43 contexts
10057,,0,24,45,0,insufficient matching contexts
10056,,0,0,40,0,only 40 contexts
10059,went,3,24,45,0,insufficient matching contexts
10058,use,2,24,45,0,insufficient matching contexts
10060,all,24,24,45,1,
10061,,0,0,41,0,only 41 contexts
10062,,0,0,44,0,only 44 contexts
10064,longrightarrow,8,24,45,0,insufficient matching contexts
10063,for,1,24,45,0,insufficient matching contexts
10065,considered,24,24,45,1,
10067,,0,0,44,0,only 44 contexts
10066,time,24,24,45,1,
10068,equality,3,24,45,0,insufficient matching contexts
10069,,0,24,45,0,insufficient matching contexts
10070,,0,24,45,0,insufficient matching contexts
10071,of,13,24,45,0,insufficient matching contexts
10073,cubicle,2,24,45,0,insufficient matching contexts
10072,one,2,24,45,0,insufficient matching contexts
10075,bels,1,24,45,0,insufficient matching contexts
10074,part,1,24,45,0,insufficient matching contexts
10076,exp,14,24,45,0,insufficient matching contexts
10077,,0,24,45,0,insufficient matching contexts
10078,,0,24,45,0,insufficient matching contexts
10079,dl,1,24,45,0,insufficient matching contexts
10081,more,16,24,45,0,insufficient matching contexts
10080,,0,0,43,0,only 43 contexts
10083,by,23,24,45,1,
10084,,0,0,40,0,only 40 contexts
10085,,0,0,34,0,only 34 contexts
10082,,0,24,45,0,insufficient matching contexts
10086,havel,2,24,45,0,insufficient matching contexts
10087,delivery,24,24,45,1,
10088,,0,24,45,0,insufficient matching contexts
10089,in,2,24,45,0,insufficient matching contexts
10091,conclude,14,24,45,0,insufficient matching contexts
10090,,0,0,43,0,only 43 contexts
10092,round,22,24,45,1,
10093,,0,0,44,0,only 44 contexts
10094,,0,24,45,0,insufficient matching contexts
10095,,0,0,36,0,only 36 contexts
10096,,0,24,45,0,insufficient matching contexts
10097,,0,0,41,0,only 41 contexts
10098,trans,1,24,45,0,insufficient matching contexts
10099,,0,0,41,0,only 41 contexts
10101,m,2,24,45,0,insufficient matching contexts
10100,rovers,3,24,45,0,insufficient matching contexts
10102,in,10,24,45,0,insufficient matching contexts
10104,,0,24,45,0,insufficient matching contexts
10103,,0,0,40,0,only 40 contexts
10105,discovery,2,24,45,0,insufficient matching contexts
10106,,0,24,45,0,insufficient matching contexts
10107,collector,21,24,45,0,insufficient matching contexts
10108,paste,15,24,45,0,insufficient matching contexts
10109,,0,24,45,0,insufficient matching contexts
10110,,0,24,45,0,insufficient matching contexts
10111,,0,24,45,0,insufficient matching contexts
10112,taxes,1,24,45,0,insufficient matching contexts
10115,before,24,24,45,1,
10113,do,11,24,45,0,insufficient matching contexts
10114,,0,0,43,0,only 43 contexts
10117,,0,0,43,0,only 43 contexts
10116,lages,2,24,45,0,insufficient matching contexts
10118,,0,0,40,0,only 40 contexts
10119,tender,24,24,45,1,
10120,,0,24,45,0,insufficient matching contexts
10121,,0,24,45,0,insufficient matching contexts
10123,,0,24,45,0,insufficient matching contexts
10122,,0,0,42,0,only 42 contexts
10125,nature,24,24,45,1,
10126,,0,0,37,0,only 37 contexts
10124,agent,1,24,45,0,insufficient matching contexts
10127,,0,0,42,0,only 42 contexts
10128,,0,24,45,0,insufficient matching contexts
10130,,0,24,45,0,insufficient matching contexts
10129,d,4,24,45,0,insufficient matching contexts
10131,incidence,24,24,45,1,
10132,strong,1,24,45,0,insufficient matching contexts
10133,where,1,24,45,0,insufficient matching contexts
10134,syscall,1,24,45,0,insufficient matching contexts
10135,,0,24,45,0,insufficient matching contexts
10136,,0,0,41,0,only 41 contexts
10138,,0,24,45,0,insufficient matching contexts
10137,,0,0,44,0,only 44 contexts
10139,in,1,24,45,0,insufficient matching contexts
10140,,0,0,29,0,only 29 contexts
10141,,0,0,44,0,only 44 contexts
10142,drive,8,24,45,0,insufficient matching contexts
10143,,0,0,35,0,only 35 contexts
10144,,0,24,45,0,insufficient matching contexts
10146,supra,12,24,45,0,insufficient matching contexts
10145,official,14,24,45,0,insufficient matching contexts
10147,,0,0,41,0,only 41 contexts
10148,,0,0,40,0,only 40 contexts
10149,destroy,4,24,45,0,insufficient matching contexts
10150,,0,0,42,0,only 42 contexts
10152,,0,24,45,0,insufficient matching contexts
10151,sent,24,24,45,1,
10153,,0,24,45,0,insufficient matching contexts
10154,and,1,24,45,0,insufficient matching contexts
10155,pipes,1,24,45,0,insufficient matching contexts
10156,,0,0,37,0,only 37 contexts
10157,tu,24,24,45,1,
10158,,0,24,45,0,insufficient matching contexts
10159,to,7,24,45,0,insufficient matching contexts
10160,seat,1,24,45,0,insufficient matching contexts
10162,none,24,24,45,1,
10161,,0,0,39,0,only 39 contexts
10164,,0,24,45,0,insufficient matching contexts
10163,than,3,24,45,0,insufficient matching contexts
10165,,0,0,42,0,only 42 contexts
10167,structured,2,24,45,0,insufficient matching contexts
10166,ol,23,24,45,1,
10168,it,24,24,45,1,
10170,ngx,24,24,45,1,
10169,for,1,24,45,0,insufficient matching contexts
10172,ff,1,24,45,0,insufficient matching contexts
10171,pou,4,24,45,0,insufficient matching contexts
10173,,0,0,37,0,only 37 contexts
10175,,0,0,41,0,only 41 contexts
10174,,0,0,39,0,only 39 contexts
10176,contrary,2,24,45,0,insufficient matching contexts
10177,aa,18,24,45,0,insufficient matching contexts
10178,,0,24,45,0,insufficient matching contexts
10179,autorest,24,24,45,1,
10181,sigma,24,24,45,1,
10180,on,1,24,45,0,insufficient matching contexts
10183,sac,2,24,45,0,insufficient matching contexts
10182,assa,2,24,45,0,insufficient matching contexts
10184,script,23,24,45,1,
10185,finch,1,24,45,0,insufficient matching contexts
10186,assuming,1,24,45,0,insufficient matching contexts
10188,f,2,24,45,0,insufficient matching contexts
10189,,0,0,42,0,only 42 contexts
10187,,0,0,42,0,only 42 contexts
10190,provisions,2,24,45,0,insufficient matching contexts
10191,var,7,24,45,0,insufficient matching contexts
10192,,0,0,44,0,only 44 contexts
10194,want,4,24,45,0,insufficient matching contexts
10195,,0,0,39,0,only 39 contexts
10196,process,24,24,45,1,
10197,,0,24,45,0,insufficient matching contexts
10198,int,1,24,45,0,insufficient matching contexts
10199,,0,24,45,0,insufficient matching contexts
10200,,0,0,33,0,only 33 contexts
10201,,0,0,43,0,only 43 contexts
10193,not,2,24,45,0,insufficient matching contexts
10202,race,2,24,45,0,insufficient matching contexts
10203,both,24,24,45,1,
10204,normalized,7,24,45,0,insufficient matching contexts
10206,,0,0,28,0,only 28 contexts
10205,right,1,24,45,0,insufficient matching contexts
10207,,0,0,40,0,only 40 contexts
10208,,0,0,42,0,only 42 contexts
10209,reactdom,1,24,45,0,insufficient matching contexts
10211,,0,0,41,0,only 41 contexts
10210,illustration,1,24,45,0,insufficient matching contexts
10212,,0,0,43,0,only 43 contexts
10215,,0,0,41,0,only 41 contexts
10213,chances,1,24,45,0,insufficient matching contexts
10214,television,2,24,45,0,insufficient matching contexts
10216,window,1,24,45,0,insufficient matching contexts
10217,height,3,24,45,0,insufficient matching contexts
10218,no,2,24,45,0,insufficient matching contexts
10219,,0,0,41,0,only 41 contexts
10220,quality,1,24,45,0,insufficient matching contexts
10222,,0,0,42,0,only 42 contexts
10221,,0,0,35,0,only 35 contexts
10223,purchased,2,24,45,0,insufficient matching contexts
10224,for,24,24,45,1,
10227,obj,2,24,45,0,insufficient matching contexts
10226,,0,24,45,0,insufficient matching contexts
10228,wood,3,24,45,0,insufficient matching contexts
10225,,0,24,45,0,insufficient matching contexts
10229,connecticut,14,24,45,0,insufficient matching contexts
10231,,0,0,32,0,only 32 contexts
10230,,0,0,43,0,only 43 contexts
10232,,0,0,42,0,only 42 contexts
10233,pcc,2,24,45,0,insufficient matching contexts
10234,,0,0,44,0,only 44 contexts
10235,,0,24,45,0,insufficient matching contexts
10236,,0,0,42,0,only 42 contexts
10237,a,20,24,45,0,insufficient matching contexts
10239,true,10,24,45,0,insufficient matching contexts
10238,x,14,24,45,0,insufficient matching contexts
10240,atlantic,24,24,45,1,
10241,,0,0,34,0,only 34 contexts
10242,,0,0,40,0,only 40 contexts
10243,,0,0,43,0,only 43 contexts
10244,,0,24,45,0,insufficient matching contexts
10245,,0,0,43,0,only 43 contexts
10248,,0,0,43,0,only 43 contexts
10246,,0,24,45,0,insufficient matching contexts
10247,,0,24,45,0,insufficient matching contexts
10249,justify,1,24,45,0,insufficient matching contexts
10250,f,1,24,45,0,insufficient matching contexts
10251,,0,0,38,0,only 38 contexts
10252,,0,24,45,0,insufficient matching contexts
10253,with,1,24,45,0,insufficient matching contexts
10254,reproduction,14,24,45,0,insufficient matching contexts
10255,,0,24,45,0,insufficient matching contexts
10256,a,23,24,45,1,
10257,ipv,1,24,45,0,insufficient matching contexts
10259,,0,24,45,0,insufficient matching contexts
10260,,0,0,44,0,only 44 contexts
10258,,0,0,35,0,only 35 contexts
10261,,0,0,42,0,only 42 contexts
10262,,0,0,41,0,only 41 contexts
10263,e,5,24,45,0,insufficient matching contexts
10264,case,3,24,45,0,insufficient matching contexts
10265,,0,24,45,0,insufficient matching contexts
10267,,0,0,42,0,only 42 contexts
10266,,0,24,45,0,insufficient matching contexts
10269,solve,2,24,45,0,insufficient matching contexts
10268,,0,0,43,0,only 43 contexts
10270,,0,0,30,0,only 30 contexts
10271,there,2,24,45,0,insufficient matching contexts
10272,,0,0,43,0,only 43 contexts
10273,remote,24,24,45,1,
10274,coo,1,24,45,0,insufficient matching contexts
10276,tag,3,24,45,0,insufficient matching contexts
10277,,0,0,30,0,only 30 contexts
10278,,0,0,44,0,only 44 contexts
10275,,0,0,35,0,only 35 contexts
10280,,0,0,39,0,only 39 contexts
10279,environment,3,24,45,0,insufficient matching contexts
10281,white,24,24,45,1,
10282,her,3,24,45,0,insufficient matching contexts
10284,duplicated,2,24,45,0,insufficient matching contexts
10283,call,2,24,45,0,insufficient matching contexts
10286,char,24,24,45,1,
10285,,0,0,29,0,only 29 contexts
10287,,0,0,44,0,only 44 contexts
10289,,0,24,45,0,insufficient matching contexts
10288,wafer,1,24,45,0,insufficient matching contexts
10290,,0,0,40,0,only 40 contexts
10291,creation,24,24,45,1,
10292,,0,0,33,0,only 33 contexts
10293,both,10,24,45,0,insufficient matching contexts
10294,com,4,24,45,0,insufficient matching contexts
10295,category,1,24,45,0,insufficient matching contexts
10296,secondary,4,24,45,0,insufficient matching contexts
10298,,0,24,45,0,insufficient matching contexts
10299,,0,24,45,0,insufficient matching contexts
10300,,0,0,43,0,only 43 contexts
10301,political,24,24,45,1,
10302,others,3,24,45,0,insufficient matching contexts
10297,,0,0,43,0,only 43 contexts
10303,extraordinary,17,24,45,0,insufficient matching contexts
10304,,0,0,31,0,only 31 contexts
10305,,0,24,45,0,insufficient matching contexts
10306,or,1,24,45,0,insufficient matching contexts
10307,history,1,24,45,0,insufficient matching contexts
10308,year,4,24,45,0,insufficient matching contexts
10309,dictionary,2,24,45,0,insufficient matching contexts
10310,use,2,24,45,0,insufficient matching contexts
10312,,0,0,29,0,only 29 contexts
10311,values,2,24,45,0,insufficient matching contexts
10313,,0,0,43,0,only 43 contexts
10314,,0,0,43,0,only 43 contexts
10315,button,2,24,45,0,insufficient matching contexts
10316,remain,3,24,45,0,insufficient matching contexts
10318,term,24,24,45,1,
10317,,0,0,42,0,only 42 contexts
10319,suitability,1,24,45,0,insufficient matching contexts
10320,in,4,24,45,0,insufficient matching contexts
10321,,0,0,42,0,only 42 contexts
10323,,0,0,43,0,only 43 contexts
10322,screen,24,24,45,1,
10324,e,3,24,45,0,insufficient matching contexts
10326,,0,0,44,0,only 44 contexts
10325,world,2,24,45,0,insufficient matching contexts
10327,,0,0,42,0,only 42 contexts
10328,ran,1,24,45,0,insufficient matching contexts
10329,,0,24,45,0,insufficient matching contexts
10330,regex,2,24,45,0,insufficient matching contexts
10331,,0,0,43,0,only 43 contexts
10332,,0,0,44,0,only 44 contexts
10333,,0,0,43,0,only 43 contexts
10334,,0,0,43,0,only 43 contexts
10335,,0,0,33,0,only 33 contexts
10337,or,8,24,45,0,insufficient matching contexts
10336,below,15,24,45,0,insufficient matching contexts
10338,,0,24,45,0,insufficient matching contexts
10339,well,2,24,45,0,insufficient matching contexts
10340,integration,7,24,45,0,insufficient matching contexts
10341,,0,0,33,0,only 33 contexts
10342,wu,21,24,45,0,insufficient matching contexts
10343,,0,24,45,0,insufficient matching contexts
10345,,0,0,42,0,only 42 contexts
10344,,0,0,41,0,only 41 contexts
10347,ref,7,24,45,0,insufficient matching contexts
10346,of,8,24,45,0,insufficient matching contexts
10348,usa,12,24,45,0,insufficient matching contexts
10349,,0,24,45,0,insufficient matching contexts
10350,,0,24,45,0,insufficient matching contexts
10351,,0,24,45,0,insufficient matching contexts
10353,sty,2,24,45,0,insufficient matching contexts
10352,father,1,24,45,0,insufficient matching contexts
10355,,0,24,45,0,insufficient matching contexts
10354,,0,0,25,0,only 25 contexts
10356,see,8,24,45,0,insufficient matching contexts
10357,des,24,24,45,1,
10358,,0,0,38,0,only 38 contexts
10359,excessive,1,24,45,0,insufficient matching contexts
10360,,0,24,45,0,insufficient matching contexts
10362,therapeutic,4,24,45,0,insufficient matching contexts
10361,,0,24,45,0,insufficient matching contexts
10363,,0,0,44,0,only 44 contexts
10364,color,23,24,45,1,
10365,subject,1,24,45,0,insufficient matching contexts
10366,compounds,1,24,45,0,insufficient matching contexts
10367,zal,2,24,45,0,insufficient matching contexts
10368,parse,2,24,45,0,insufficient matching contexts
10369,,0,24,45,0,insufficient matching contexts
10370,,0,24,45,0,insufficient matching contexts
10371,,0,24,45,0,insufficient matching contexts
10372,looking,24,24,45,1,
10373,,0,24,45,0,insufficient matching contexts
10374,,0,24,45,0,insufficient matching contexts
10375,jbutton,14,24,45,0,insufficient matching contexts
10376,previous,9,24,45,0,insufficient matching contexts
10377,local,1,24,45,0,insufficient matching contexts
10378,,0,0,42,0,only 42 contexts
10379,cccccc,2,24,45,0,insufficient matching contexts
10380,,0,0,41,0,only 41 contexts
10381,being,1,24,45,0,insufficient matching contexts
10382,exposition,1,24,45,0,insufficient matching contexts
10383,current,1,24,45,0,insufficient matching contexts
10384,,0,0,39,0,only 39 contexts
10385,the,24,24,45,1,
10386,,0,24,45,0,insufficient matching contexts
10387,,0,0,36,0,only 36 contexts
10388,com,3,24,45,0,insufficient matching contexts
10389,exceeded,2,24,45,0,insufficient matching contexts
10391,,0,0,41,0,only 41 contexts
10390,candidate,20,24,45,0,insufficient matching contexts
10392,my,3,24,45,0,insufficient matching contexts
10393,attempts,2,24,45,0,insufficient matching contexts
10394,logging,2,24,45,0,insufficient matching contexts
10396,have,20,24,45,0,insufficient matching contexts
10397,ve,3,24,45,0,insufficient matching contexts
10395,pasta,17,24,45,0,insufficient matching contexts
10398,as,20,24,45,0,insufficient matching contexts
10399,,0,0,30,0,only 30 contexts
10400,y,24,24,45,1,
10402,,0,0,41,0,only 41 contexts
10401,,0,0,41,0,only 41 contexts
10403,it,15,24,45,0,insufficient matching contexts
10404,rapid,24,24,45,1,
10405,,0,24,45,0,insufficient matching contexts
10406,stabbing,3,24,45,0,insufficient matching contexts
10407,,0,0,43,0,only 43 contexts
10408,,0,0,40,0,only 40 contexts
10409,,0,24,45,0,insufficient matching contexts
10410,,0,0,39,0,only 39 contexts
10411,,0,0,42,0,only 42 contexts
10412,,0,24,45,0,insufficient matching contexts
10413,,0,0,42,0,only 42 contexts
10415,,0,0,43,0,only 43 contexts
10414,,0,0,42,0,only 42 contexts
10416,is,6,24,45,0,insufficient matching contexts
10417,upon,6,24,45,0,insufficient matching contexts
10418,,0,24,45,0,insufficient matching contexts
10419,,0,24,45,0,insufficient matching contexts
10420,sp,24,24,45,1,
10421,golf,4,24,45,0,insufficient matching contexts
10423,ket,1,24,45,0,insufficient matching contexts
10422,,0,24,45,0,insufficient matching contexts
10424,,0,0,43,0,only 43 contexts
10425,,0,0,34,0,only 34 contexts
10426,lessness,1,24,45,0,insufficient matching contexts
10427,,0,0,39,0,only 39 contexts
10428,reporter,2,24,45,0,insufficient matching contexts
10429,important,24,24,45,1,
10430,temporary,1,24,45,0,insufficient matching contexts
10431,research,2,24,45,0,insufficient matching contexts
10432,,0,0,33,0,only 33 contexts
10433,tells,2,24,45,0,insufficient matching contexts
10434,needed,1,24,45,0,insufficient matching contexts
10435,bounded,2,24,45,0,insufficient matching contexts
10436,,0,0,38,0,only 38 contexts
10437,,0,24,45,0,insufficient matching contexts
10438,,0,0,43,0,only 43 contexts
10439,,0,0,38,0,only 38 contexts
10440,,0,24,45,0,insufficient matching contexts
10441,oserror,1,24,45,0,insufficient matching contexts
10442,,0,24,45,0,insufficient matching contexts
10444,dialog,24,24,45,1,
10445,,0,24,45,0,insufficient matching contexts
10443,dri,2,24,45,0,insufficient matching contexts
10446,runs,2,24,45,0,insufficient matching contexts
10448,,0,0,43,0,only 43 contexts
10447,,0,24,45,0,insufficient matching contexts
10449,added,3,24,45,0,insufficient matching contexts
10450,saying,9,24,45,0,insufficient matching contexts
10451,,0,24,45,0,insufficient matching contexts
10453,failure,24,24,45,1,
10452,flav,1,24,45,0,insufficient matching contexts
10454,remnants,4,24,45,0,insufficient matching contexts
10455,,0,24,45,0,insufficient matching contexts
10456,,0,0,38,0,only 38 contexts
10457,uk,24,24,45,1,
10458,bodily,4,24,45,0,insufficient matching contexts
10459,same,5,24,45,0,insufficient matching contexts
10460,root,4,24,45,0,insufficient matching contexts
10461,democratic,5,24,45,0,insufficient matching contexts
10462,ready,24,24,45,1,
10463,haji,2,24,45,0,insufficient matching contexts
10465,as,8,24,45,0,insufficient matching contexts
10464,ize,5,24,45,0,insufficient matching contexts
10466,door,2,24,45,0,insufficient matching contexts
10467,fusion,24,24,45,1,
10468,matter,6,24,45,0,insufficient matching contexts
10469,acceleration,2,24,45,0,insufficient matching contexts
10470,the,1,24,45,0,insufficient matching contexts
10471,,0,24,45,0,insufficient matching contexts
10473,book,9,24,45,0,insufficient matching contexts
10472,corporation,4,24,45,0,insufficient matching contexts
10474,,0,24,45,0,insufficient matching contexts
10475,,0,0,44,0,only 44 contexts
10476,,0,24,45,0,insufficient matching contexts
10477,absent,2,24,45,0,insufficient matching contexts
10478,,0,24,45,0,insufficient matching contexts
10479,,0,0,26,0,only 26 contexts
10481,mortality,2,24,45,0,insufficient matching contexts
10480,elin,2,24,45,0,insufficient matching contexts
10482,,0,24,45,0,insufficient matching contexts
10483,show,22,24,45,1,
10484,universal,2,24,45,0,insufficient matching contexts
10487,control,1,24,45,0,insufficient matching contexts
10486,,0,0,42,0,only 42 contexts
10485,,0,0,41,0,only 41 contexts
10490,,0,0,44,0,only 44 contexts
10489,,0,0,44,0,only 44 contexts
10488,,0,24,45,0,insufficient matching contexts
10491,visit,24,24,45,1,
10492,,0,0,41,0,only 41 contexts
10494,,0,0,34,0,only 34 contexts
10493,,0,0,40,0,only 40 contexts
10495,,0,0,41,0,only 41 contexts
10497,,0,0,39,0,only 39 contexts
10498,,0,0,43,0,only 43 contexts
10496,command,3,24,45,0,insufficient matching contexts
10499,western,24,24,45,1,
10500,,0,0,40,0,only 40 contexts
10502,enforcing,1,24,45,0,insufficient matching contexts
10501,page,24,24,45,1,
10503,,0,0,40,0,only 40 contexts
10504,shown,1,24,45,0,insufficient matching contexts
10506,,0,0,41,0,only 41 contexts
10505,,0,0,40,0,only 40 contexts
10507,mid,2,24,45,0,insufficient matching contexts
10509,,0,0,43,0,only 43 contexts
10511,,0,0,40,0,only 40 contexts
10510,,0,0,43,0,only 43 contexts
10508,,0,0,44,0,only 44 contexts
10512,,0,24,45,0,insufficient matching contexts
10513,,0,24,45,0,insufficient matching contexts
10514,portuguese,1,24,45,0,insufficient matching contexts
10515,,0,0,43,0,only 43 contexts
10517,phd,16,24,45,0,insufficient matching contexts
10521,,0,24,45,0,insufficient matching contexts
10520,,0,24,45,0,insufficient matching contexts
10516,instance,6,24,45,0,insufficient matching contexts
10519,,0,24,45,0,insufficient matching contexts
10518,,0,24,45,0,insufficient matching contexts
10522,,0,24,45,0,insufficient matching contexts
10523,post,24,24,45,1,
